LEGISLATOR GOVTRACK ID,FIRST NAME,LAST NAME,GENDER,CONGRESSIONAL BRANCH,TERM START DATE,TERM END DATE,STATE,POLITICAL PARTY,STATE DISTRICT,TERM START YEAR,TERM END YEAR,CONGRESSIONAL DISTRICT
J000295,David,Joyce,M,rep,2013-01-03,2021-01-03,OH,Republican,14,2013,2021,OH14
M001190,Markwayne,Mullin,M,rep,2013-01-03,2021-01-03,OK,Republican,2,2013,2021,OK2
P000605,Scott,Perry,M,rep,2013-01-03,2021-01-03,PA,Republican,4,2013,2021,PA4
C001090,Matthew,Cartwright,M,rep,2013-01-03,2021-01-03,PA,Democrat,17,2013,2021,PA17
R000597,Tom,Rice,M,rep,2013-01-03,2021-01-03,SC,Republican,7,2013,2021,SC7
W000814,Randy,Weber,M,rep,2013-01-03,2021-01-03,TX,Republican,14,2013,2021,TX14
C001091,Joaquin,Castro,M,rep,2013-01-03,2021-01-03,TX,Democrat,20,2013,2021,TX20
W000816,Roger,Williams,M,rep,2013-01-03,2021-01-03,TX,Republican,25,2013,2021,TX25
V000131,Marc,Veasey,M,rep,2013-01-03,2021-01-03,TX,Democrat,33,2013,2021,TX33
V000132,Filemon,Vela,M,rep,2013-01-03,2021-01-03,TX,Democrat,34,2013,2021,TX34
S001192,Chris,Stewart,M,rep,2013-01-03,2021-01-03,UT,Republican,2,2013,2021,UT2
K000381,Derek,Kilmer,M,rep,2013-01-03,2021-01-03,WA,Democrat,6,2013,2021,WA6
H001064,Denny,Heck,M,rep,2013-01-03,2021-01-03,WA,Democrat,10,2013,2021,WA10
P000607,Mark,Pocan,M,rep,2013-01-03,2021-01-03,WI,Democrat,2,2013,2021,WI2
K000385,Robin,Kelly,F,rep,2013-04-09,2021-01-03,IL,Democrat,2,2013,2021,IL2
S001195,Jason,Smith,M,rep,2013-06-04,2021-01-03,MO,Republican,8,2013,2021,MO8
C001101,Katherine,Clark,F,rep,2013-12-12,2021-01-03,MA,Democrat,5,2013,2021,MA5
B001289,Bradley,Byrne,M,rep,2014-01-08,2021-01-03,AL,Republican,1,2014,2021,AL1
N000188,Donald,Norcross,M,rep,2014-11-12,2021-01-03,NJ,Democrat,1,2014,2021,NJ1
A000370,Alma,Adams,F,rep,2014-11-12,2021-01-03,NC,Democrat,12,2014,2021,NC12
P000609,Gary,Palmer,M,rep,2015-01-06,2021-01-03,AL,Republican,6,2015,2021,AL6
H001072,French,Hill,M,rep,2015-01-06,2021-01-03,AR,Republican,2,2015,2021,AR2
W000821,Bruce,Westerman,M,rep,2015-01-06,2021-01-03,AR,Republican,4,2015,2021,AR4
G000574,Ruben,Gallego,M,rep,2015-01-06,2021-01-03,AZ,Democrat,7,2015,2021,AZ7
D000623,Mark,DeSaulnier,M,rep,2015-01-06,2021-01-03,CA,Democrat,11,2015,2021,CA11
A000371,Pete,Aguilar,M,rep,2015-01-06,2021-01-03,CA,Democrat,31,2015,2021,CA31
L000582,Ted,Lieu,M,rep,2015-01-06,2021-01-03,CA,Democrat,33,2015,2021,CA33
T000474,Norma,Torres,F,rep,2015-01-06,2021-01-03,CA,Democrat,35,2015,2021,CA35
B001297,Ken,Buck,M,rep,2015-01-06,2021-01-03,CO,Republican,4,2015,2021,CO4
C001103,Buddy,Carter,M,rep,2015-01-06,2021-01-03,GA,Republican,1,2015,2021,GA1
H001071,Jody,Hice,M,rep,2015-01-06,2021-01-03,GA,Republican,10,2015,2021,GA10
L000583,Barry,Loudermilk,M,rep,2015-01-06,2021-01-03,GA,Republican,11,2015,2021,GA11
A000372,Rick,Allen,M,rep,2015-01-06,2021-01-03,GA,Republican,12,2015,2021,GA12
B001295,Mike,Bost,M,rep,2015-01-06,2021-01-03,IL,Republican,12,2015,2021,IL12
A000374,Ralph,Abraham,M,rep,2015-01-06,2021-01-03,LA,Republican,5,2015,2021,LA5
G000577,Garret,Graves,M,rep,2015-01-06,2021-01-03,LA,Republican,6,2015,2021,LA6
M001196,Seth,Moulton,M,rep,2015-01-06,2021-01-03,MA,Democrat,6,2015,2021,MA6
M001194,John,Moolenaar,M,rep,2015-01-06,2021-01-03,MI,Republican,4,2015,2021,MI4
D000624,Debbie,Dingell,F,rep,2015-01-06,2021-01-03,MI,Democrat,12,2015,2021,MI12
L000581,Brenda,Lawrence,F,rep,2015-01-06,2021-01-03,MI,Democrat,14,2015,2021,MI14
E000294,Tom,Emmer,M,rep,2015-01-06,2021-01-03,MN,Republican,6,2015,2021,MN6
R000603,David,Rouzer,M,rep,2015-01-06,2021-01-03,NC,Republican,7,2015,2021,NC7
W000822,Bonnie,Watson Coleman,F,rep,2015-01-06,2021-01-03,NJ,Democrat,12,2015,2021,NJ12
Z000017,Lee,Zeldin,M,rep,2015-01-06,2021-01-03,NY,Republican,1,2015,2021,NY1
R000602,Kathleen,Rice,F,rep,2015-01-06,2021-01-03,NY,Democrat,4,2015,2021,NY4
S001196,Elise,Stefanik,F,rep,2015-01-06,2021-01-03,NY,Republican,21,2015,2021,NY21
K000386,John,Katko,M,rep,2015-01-06,2021-01-03,NY,Republican,24,2015,2021,NY24
B001296,Brendan,Boyle,M,rep,2015-01-06,2021-01-03,PA,Democrat,13,2015,2021,PA13
H001073,Will,Hurd,M,rep,2015-01-06,2021-01-03,TX,Republican,23,2015,2021,TX23
B001291,Brian,Babin,M,rep,2015-01-06,2021-01-03,TX,Republican,36,2015,2021,TX36
B001292,Donald,Beyer,M,rep,2015-01-06,2021-01-03,VA,Democrat,8,2015,2021,VA8
P000610,Stacey,Plaskett,F,rep,2015-01-06,2021-01-03,VI,Democrat,0,2015,2021,VI0
N000189,Dan,Newhouse,M,rep,2015-01-06,2021-01-03,WA,Republican,4,2015,2021,WA4
G000576,Glenn,Grothman,M,rep,2015-01-06,2021-01-03,WI,Republican,6,2015,2021,WI6
M001195,Alex,Mooney,M,rep,2015-01-06,2021-01-03,WV,Republican,2,2015,2021,WV2
R000600,Aumua,Amata,F,rep,2015-01-06,2021-01-03,AS,Republican,0,2015,2021,AS0
W000819,Mark,Walker,M,rep,2015-01-06,2021-01-03,NC,Republican,6,2015,2021,NC6
K000388,Trent,Kelly,M,rep,2015-06-09,2021-01-03,MS,Republican,1,2015,2021,MS1
L000585,Darin,LaHood,M,rep,2015-09-17,2021-01-03,IL,Republican,18,2015,2021,IL18
D000626,Warren,Davidson,M,rep,2016-06-09,2021-01-03,OH,Republican,8,2016,2021,OH8
C001108,James,Comer,M,rep,2016-11-14,2021-01-03,KY,Republican,1,2016,2021,KY1
E000296,Dwight,Evans,M,rep,2016-11-14,2021-01-03,PA,Democrat,2,2016,2021,PA2
S001190,Bradley,Schneider,M,rep,2013-01-03,2021-01-03,IL,Democrat,10,2013,2021,IL10
C001055,Ed,Case,M,rep,2003-01-07,2021-01-03,HI,Democrat,2,2003,2021,HI2
H001066,Steven,Horsford,M,rep,2013-01-03,2021-01-03,NV,Democrat,4,2013,2021,NV4
K000368,Ann,Kirkpatrick,F,rep,2009-01-06,2021-01-03,AZ,Democrat,1,2009,2021,AZ1
M001197,Martha,McSally,F,rep,2015-01-06,2020-11-30,AZ,Republican,2,2015,2020,AZ2
M000687,Kweisi,Mfume,M,rep,1987-01-06,2021-01-03,MD,Democrat,7,1987,2021,MD7
S000349,Roger,Sherman,M,rep,1789-03-04,1793-12-31,CT,Pro-Administration,-1,1789,1793,CT-1
W000551,Hugh,Williamson,M,rep,1789-03-04,1793-03-03,NC,Federalist,2,1789,1793,NC2
D000157,William,Dawson,M,rep,1793-12-02,1795-03-03,NC,Anti-Administration,8,1793,1795,NC8
V000104,John,Vining,M,rep,1789-03-04,1799-03-03,DE,Pro-Administration,0,1789,1799,DE0
A000174,Fisher,Ames,M,rep,1789-03-04,1797-03-03,MA,Federalist,1,1789,1797,MA1
B000669,Benjamin,Bourne,M,rep,1789-03-04,1797-03-03,RI,Federalist,1,1789,1797,RI1
B001014,Daniel,Buck,M,rep,1795-12-07,1797-03-03,VT,Federalist,2,1795,1797,VT2
C000624,Isaac,Coles,M,rep,1789-03-04,1797-03-03,VA,Republican,6,1789,1797,VA6
C000848,Jeremiah,Crabb,M,rep,1795-12-07,1797-03-03,MD,Federalist,3,1795,1797,MD3
D000178,Henry,Dearborn,M,rep,1793-12-02,1797-03-03,MA,Republican,4,1793,1797,MA4
D000578,Gabriel,Duvall,M,rep,1793-12-02,1797-03-03,MD,Republican,2,1793,1797,MD2
E000010,Samuel,Earle,M,rep,1795-12-07,1797-03-03,SC,Republican,6,1795,1797,SC6
G000173,Ezekiel,Gilbert,M,rep,1793-12-02,1797-03-03,NY,Federalist,6,1793,1797,NY6
G000434,Christopher,Greenup,M,rep,1791-10-24,1797-03-03,KY,Republican,1,1791,1797,KY1
H000348,John,Hathorn,M,rep,1789-03-04,1797-03-03,NY,Republican,4,1789,1797,NY4
H000431,John,Heath,M,rep,1793-12-02,1797-03-03,VA,Republican,19,1793,1797,VA19
H000488,Thomas,Henderson,M,rep,1795-12-07,1797-03-03,NJ,Federalist,-1,1795,1797,NJ-1
L000246,George,Leonard,M,rep,1789-03-04,1797-03-03,MA,Federalist,7,1789,1797,MA7
L000530,William,Lyman,M,rep,1793-12-02,1797-03-03,MA,Republican,2,1793,1797,MA2
M001063,Frederick,Muhlenberg,M,rep,1789-03-04,1797-03-03,PA,Pro-administration,-1,1789,1797,PA-1
M001119,William,Murray,M,rep,1791-10-24,1797-03-03,MD,Federalist,5,1791,1797,MD5
O000101,Alexander,Orr,M,rep,1791-10-24,1797-03-03,KY,Republican,2,1791,1797,KY2
P000018,John,Page,M,rep,1789-03-04,1797-03-03,VA,Republican,7,1789,1797,VA7
P000108,John,Patten,M,rep,1793-12-02,1797-03-03,DE,Republican,0,1793,1797,DE0
P000514,Francis,Preston,M,rep,1793-12-02,1797-03-03,VA,Republican,4,1793,1797,VA4
R000215,John,Richards,M,rep,1795-12-07,1797-03-03,PA,Republican,4,1795,1797,PA4
R000548,Robert,Rutherford,M,rep,1793-12-02,1797-03-03,VA,Republican,1,1793,1797,VA1
S000339,John,Sherburne,M,rep,1793-12-02,1797-03-03,NH,Republican,-1,1793,1797,NH-1
S000555,Isaac,Smith,M,rep,1795-12-07,1797-03-03,NJ,Federalist,-1,1795,1797,NJ-1
S000753,Thomas,Sprigg,M,rep,1793-12-02,1797-03-03,MD,Republican,4,1793,1797,MD4
S001029,William,Strudwick,M,rep,1795-12-07,1797-03-03,NC,Federalist,4,1795,1797,NC4
S001119,Zephaniah,Swift,M,rep,1793-12-02,1797-03-03,CT,Federalist,-1,1793,1797,CT-1
T000050,Absalom,Tatom,M,rep,1795-12-07,1797-03-03,NC,Republican,4,1795,1797,NC4
T000389,Jonathan,Trumbull,M,rep,1789-03-04,1797-03-03,CT,Federalist,-1,1789,1797,CT-1
G000286,Benjamin,Goodhue,M,rep,1789-03-04,1800-11-08,MA,Federalist,2,1789,1800,MA2
A000129,John,Allen,M,rep,1797-05-15,1799-03-03,CT,Federalist,-1,1797,1799,CT-1
B000396,Lemuel,Benton,M,rep,1793-12-02,1799-03-03,SC,Republican,3,1793,1799,SC3
B000735,Theophilus,Bradbury,M,rep,1795-12-07,1799-03-03,MA,Federalist,11,1795,1799,MA11
B000875,David,Brooks,M,rep,1797-05-15,1799-03-03,NY,Federalist,5,1797,1799,NY5
B000991,Nathan,Bryan,M,rep,1795-12-07,1799-03-03,NC,Republican,10,1795,1799,NC10
B001053,Stephen,Bullock,M,rep,1797-05-15,1799-03-03,MA,Federalist,7,1797,1799,MA7
B001081,Dempsey,Burges,M,rep,1795-12-07,1799-03-03,NC,Republican,8,1795,1799,NC8
C000313,John,Chapman,M,rep,1797-05-15,1799-03-03,PA,Federalist,4,1797,1799,PA4
C000563,James,Cochran,M,rep,1797-05-15,1799-03-03,NY,Federalist,10,1797,1799,NY10
C000600,Joshua,Coit,M,rep,1793-12-02,1799-03-03,CT,Federalist,-1,1793,1799,CT-1
D000073,James,Davenport,M,rep,1795-12-07,1799-03-03,CT,Federalist,-1,1795,1799,CT-1
E000089,George,Ege,M,rep,1795-12-07,1799-03-03,PA,Federalist,5,1795,1799,PA5
F000365,Nathaniel,Freeman,M,rep,1795-12-07,1799-03-03,MA,Federalist,5,1795,1799,MA5
H000266,Carter,Harrison,M,rep,1793-12-02,1799-03-03,VA,Anti-Administration,10,1793,1799,VA10
H000803,Hezekiah,Hosmer,M,rep,1797-05-15,1799-03-03,NY,Federalist,6,1797,1799,NY6
L000115,Henry,Latimer,M,rep,1793-12-02,1801-12-31,DE,Federalist,0,1793,1801,DE0
L000389,Matthew,Locke,M,rep,1793-12-02,1799-03-03,NC,Republican,2,1793,1799,NC2
M000013,James,Machir,M,rep,1797-05-15,1799-03-03,VA,Federalist,3,1797,1799,VA3
M000256,William,Matthews,M,rep,1797-05-15,1799-03-03,MD,Federalist,6,1797,1799,MD6
M000336,Blair,McClenachan,M,rep,1797-05-15,1799-03-03,PA,Republican,2,1797,1799,PA2
M000423,Joseph,McDowell,M,rep,1797-05-15,1799-03-03,NC,Republican,1,1797,1799,NC1
M000946,Daniel,Morgan,M,rep,1797-05-15,1799-03-03,VA,Federalist,1,1797,1799,VA1
P000058,Isaac,Parker,M,rep,1797-05-15,1799-03-03,MA,Federalist,12,1797,1799,MA12
S000448,Thomas,Sinnickson,M,rep,1789-03-04,1799-03-03,NJ,Federalist,-1,1789,1799,NJ-1
S000460,Samuel,Sitgreaves,M,rep,1795-12-07,1799-03-03,PA,Federalist,4,1795,1799,PA4
S000563,Jeremiah,Smith,M,rep,1791-10-24,1799-03-03,NH,Federalist,-1,1791,1799,NH-1
S000595,Nathaniel,Smith,M,rep,1795-12-07,1799-03-03,CT,Federalist,-1,1795,1799,CT-1
S000625,William,Smith,M,rep,1797-05-15,1799-03-03,SC,Republican,6,1797,1799,SC6
S000633,William,Smith,M,rep,1789-03-04,1799-03-03,SC,Federalist,1,1789,1799,SC1
S000743,Peleg,Sprague,M,rep,1797-05-15,1799-03-03,NH,Federalist,-1,1797,1799,NH-1
S001095,John,Swanwick,M,rep,1795-12-07,1799-03-03,PA,Republican,1,1795,1799,PA1
T000232,Mark,Thomson,M,rep,1795-12-07,1799-03-03,NJ,Federalist,-1,1795,1799,NJ-1
V000012,John,Van Alen,M,rep,1793-12-02,1799-03-03,NY,Federalist,7,1793,1799,NY7
W000513,John,Williams,M,rep,1795-12-07,1799-03-03,NY,Federalist,9,1795,1799,NY9
B000198,Bailey,Bartlett,M,rep,1797-05-15,1801-03-03,MA,Federalist,11,1797,1801,MA11
B000731,Jonathan,Brace,M,rep,1797-05-15,1801-03-03,CT,Federalist,-1,1797,1801,CT-1
B000927,John,Brown,M,rep,1799-12-02,1801-03-03,RI,Federalist,-1,1799,1801,RI-1
C000382,Gabriel,Christie,M,rep,1793-12-02,1801-03-03,MD,Republican,6,1793,1801,MD6
C000764,William,Cooper,M,rep,1795-12-07,1801-03-03,NY,Federalist,10,1795,1801,NY10
C000863,William,Craik,M,rep,1795-12-07,1801-03-03,MD,Federalist,3,1795,1801,MD3
D000165,Jonathan,Dayton,M,rep,1791-10-24,1805-03-03,NJ,Federalist,-1,1791,1805,NJ-1
D000254,George,Dent,M,rep,1793-12-02,1801-03-03,MD,Federalist,1,1793,1801,MD1
D000296,Samuel,Dexter,M,rep,1793-12-02,1801-03-03,MA,Federalist,1,1793,1801,MA1
D000331,Joseph,Dickson,M,rep,1799-12-02,1801-03-03,NC,Federalist,1,1799,1801,NC1
E000052,William,Edmond,M,rep,1797-05-15,1801-03-03,CT,Federalist,-1,1797,1801,CT-1
E000091,Joseph,Eggleston,M,rep,1797-05-15,1801-03-03,VA,Republican,9,1797,1801,VA9
E000257,Thomas,Evans,M,rep,1797-05-15,1801-03-03,VA,Federalist,12,1797,1801,VA12
F000364,Jonathan,Freeman,M,rep,1797-05-15,1801-03-03,NH,Federalist,-1,1797,1801,NH-1
G000020,Albert,Gallatin,M,rep,1795-12-07,1801-03-03,PA,Republican,12,1795,1801,PA12
G000235,Henry,Glen,M,rep,1793-12-02,1801-03-03,NY,Federalist,8,1793,1801,NY8
G000279,Samuel,Goode,M,rep,1799-12-02,1801-03-03,VA,Republican,8,1799,1801,VA8
G000294,Elizur,Goodrich,M,rep,1799-12-02,1801-03-03,CT,Federalist,-1,1799,1801,CT-1
G000318,William,Gordon,M,rep,1797-05-15,1801-03-03,NH,Federalist,-1,1797,1801,NH-1
H000299,Thomas,Hartley,M,rep,1789-03-04,1801-03-03,PA,Federalist,-1,1789,1801,PA-1
H000359,Jonathan,Havens,M,rep,1795-12-07,1801-03-03,NY,Republican,2,1795,1801,NY2
I000011,James,Imlay,M,rep,1797-05-15,1801-03-03,NJ,Federalist,-1,1797,1801,NJ-1
J000227,James,Jones,M,rep,1799-12-02,1801-03-03,GA,Federalist,-1,1799,1801,GA-1
K000253,John,Kittera,M,rep,1791-10-24,1801-03-03,PA,Federalist,5,1791,1801,PA5
L000195,Henry,Lee,M,rep,1799-12-02,1801-03-03,VA,Federalist,19,1799,1801,VA19
L000336,James,Linn,M,rep,1799-12-02,1801-03-03,NJ,Republican,3,1799,1801,NJ3
L000364,Samuel,Livermore,M,rep,1789-03-04,1801-12-31,NH,Federalist,-1,1789,1801,NH-1
L000528,Samuel,Lyman,M,rep,1795-12-07,1801-03-03,MA,Federalist,3,1795,1801,MA3
M000157,John,Marshall,M,rep,1799-12-02,1801-03-03,VA,Federalist,13,1799,1801,VA13
N000084,John,Nicholas,M,rep,1793-12-02,1801-03-03,VA,Republican,18,1793,1801,VA18
N000161,Abraham,Nott,M,rep,1799-12-02,1801-03-03,SC,Federalist,6,1799,1801,SC6
P000021,Robert,Page,M,rep,1799-12-02,1801-03-03,VA,Federalist,1,1799,1801,VA1
P000065,Josiah,Parker,M,rep,1789-03-04,1801-03-03,VA,Federalist,8,1789,1801,VA8
P000357,Thomas,Pinckney,M,rep,1797-05-15,1801-03-03,SC,Federalist,1,1797,1801,SC1
P000381,Jonas,Platt,M,rep,1799-12-02,1801-03-03,NY,Federalist,9,1799,1801,NY9
P000482,Leven,Powell,M,rep,1799-12-02,1801-03-03,VA,Federalist,17,1799,1801,VA17
R000120,John,Reed,M,rep,1795-12-07,1801-03-03,MA,Federalist,6,1795,1801,MA6
S000222,Theodore,Sedgwick,M,rep,1789-03-04,1801-03-03,MA,Federalist,4,1789,1801,MA4
S000259,Samuel,Sewall,M,rep,1795-12-07,1801-03-03,MA,Federalist,10,1795,1801,MA10
S000693,Richard,Spaight,M,rep,1797-05-15,1801-03-03,NC,Republican,10,1797,1801,NC10
T000141,George,Thatcher,M,rep,1789-03-04,1801-03-03,MA,Federalist,6,1789,1801,MA6
T000173,John,Thomas,M,rep,1799-12-02,1801-03-03,MD,Federalist,2,1799,1801,MD2
T000183,Richard,Thomas,M,rep,1795-12-07,1801-03-03,PA,Federalist,3,1795,1801,PA3
W000094,Robert,Waln,M,rep,1797-05-15,1801-03-03,PA,Federalist,1,1797,1801,PA1
F000301,Dwight,Foster,M,rep,1793-12-02,1803-12-31,MA,Federalist,2,1793,1803,MA2
H000629,William,Hindman,M,rep,1791-10-24,1801-03-03,MD,Federalist,2,1791,1801,MD2
B000017,John,Bacon,M,rep,1801-12-07,1803-03-03,MA,Republican,1,1801,1803,MA1
B000477,John,Bird,M,rep,1799-12-02,1803-03-03,NY,Federalist,6,1799,1803,NY6
B000660,Thomas,Boude,M,rep,1801-12-07,1803-03-03,PA,Federalist,7,1801,1803,PA7
C000005,Samuel,Cabell,M,rep,1795-12-07,1803-03-03,VA,Republican,14,1795,1803,VA14
D000138,Thomas,Davis,M,rep,1797-05-15,1803-03-03,KY,Republican,1,1797,1803,KY1
E000153,Lucas,Elmendorf,M,rep,1797-05-15,1803-03-03,NY,Republican,4,1797,1803,NY4
F000054,Paul,Fearing,M,rep,1801-12-07,1803-03-03,OH,Federalist,-1,1801,1803,OH-1
F000297,Abiel,Foster,M,rep,1789-03-04,1803-03-03,NH,Federalist,-1,1789,1803,NH-1
G000502,William,Grove,M,rep,1791-10-24,1803-03-03,NC,Federalist,5,1791,1803,NC5
H000475,Archibald,Henderson,M,rep,1799-12-02,1803-03-03,NC,Federalist,2,1799,1803,NC2
H000611,William,Hill,M,rep,1799-12-02,1803-03-03,NC,Federalist,6,1799,1803,NC6
J000012,George,Jackson,M,rep,1795-12-07,1803-03-03,VA,Republican,3,1795,1803,VA3
J000017,James,Jackson,M,rep,1789-03-04,1807-03-03,GA,Republican,1,1789,1807,GA1
J000123,Charles,Johnson,M,rep,1801-12-07,1803-03-03,NC,Republican,8,1801,1803,NC8
J000258,William,Jones,M,rep,1801-12-07,1803-03-03,PA,Republican,1,1801,1803,PA1
L000204,Silas,Lee,M,rep,1799-12-02,1803-03-03,MA,Federalist,12,1799,1803,MA12
L000316,Levi,Lincoln,M,rep,1799-12-02,1803-03-03,MA,Republican,4,1799,1803,MA4
M000259,Ebenezer,Mattoon,M,rep,1799-12-02,1803-03-03,MA,Federalist,3,1799,1803,MA3
M000983,Lewis,Morris,M,rep,1797-05-15,1803-03-03,VT,Federalist,2,1797,1803,VT2
M000988,Thomas,Morris,M,rep,1801-12-07,1803-03-03,NY,Federalist,10,1801,1803,NY10
P000190,Joseph,Peirce,M,rep,1801-12-07,1803-03-03,NH,Federalist,-1,1801,1803,NH-1
P000231,Elias,Perkins,M,rep,1801-12-07,1803-03-03,CT,Federalist,-1,1801,1803,CT-1
R000093,Nathan,Read,M,rep,1799-12-02,1803-03-03,MA,Federalist,10,1799,1803,MA10
R000553,John,Rutledge,M,rep,1797-05-15,1803-03-03,SC,Federalist,2,1797,1803,SC2
S000312,James,Sheafe,M,rep,1799-12-02,1803-03-03,NH,Federalist,-1,1799,1803,NH-1
S000330,William,Shepard,M,rep,1797-05-15,1803-03-03,MA,Federalist,2,1797,1803,MA2
S000582,Josiah,Smith,M,rep,1801-12-07,1803-03-03,MA,Republican,6,1801,1803,MA6
S000752,"Richard,",Sprigg,M,rep,1795-12-07,1803-03-03,MD,Republican,2,1795,1803,MD2
S000994,John,Stratton,M,rep,1801-12-07,1803-03-03,VA,Federalist,12,1801,1803,VA12
T000025,Benjamin,Taliaferro,M,rep,1799-12-02,1803-03-03,GA,Federalist,-1,1799,1803,GA-1
T000273,Thomas,Tillinghast,M,rep,1797-05-15,1803-03-03,RI,Federalist,-1,1797,1803,RI-1
T000348,Uriah,Tracy,M,rep,1793-12-02,1807-03-03,CT,Federalist,-1,1793,1807,CT-1
U000022,George,Upham,M,rep,1801-12-07,1803-03-03,NH,Federalist,-1,1801,1803,NH-1
V000049,John,Van Ness,M,rep,1801-12-07,1803-03-03,NY,Republican,6,1801,1803,NY6
W000046,Benjamin,Walker,M,rep,1801-12-07,1803-03-03,NY,Federalist,9,1801,1803,NY9
W000534,Robert,Williams,M,rep,1797-05-15,1803-03-03,NC,Republican,3,1797,1803,NC3
W000722,Henry,Woods,M,rep,1799-12-02,1803-03-03,PA,Federalist,10,1799,1803,PA10
B000097,Simeon,Baldwin,M,rep,1803-10-17,1805-03-03,CT,Federalist,-1,1803,1805,CT-1
B000697,Walter,Bowie,M,rep,1801-12-07,1805-03-03,MD,Republican,2,1801,1805,MD2
B000970,Phineas,Bruce,M,rep,1803-10-17,1805-03-03,MA,Federalist,17,1803,1805,MA17
C000406,Thomas,Claiborne,M,rep,1793-12-02,1805-03-03,VA,Republican,8,1793,1805,VA8
C001026,Manasseh,Cutler,M,rep,1801-12-07,1805-03-03,MA,Federalist,11,1801,1805,MA11
D000243,John,Dennis,M,rep,1797-05-15,1805-03-03,MD,Federalist,8,1797,1805,MD8
D000583,Thomas,Dwight,M,rep,1803-10-17,1805-03-03,MA,Federalist,5,1803,1805,MA5
E000008,John,Earle,M,rep,1803-10-17,1805-03-03,SC,Republican,8,1803,1805,SC8
G000196,James,Gillespie,M,rep,1793-12-02,1805-03-03,NC,Anti-Administration,6,1793,1805,NC6
G000467,Thomas,Griffin,M,rep,1803-10-17,1805-03-03,VA,Federalist,12,1803,1805,VA12
G000482,Gaylord,Griswold,M,rep,1803-10-17,1805-03-03,NY,Federalist,15,1803,1805,NY15
H000133,Samuel,Hammond,M,rep,1803-10-17,1805-03-03,GA,Republican,-1,1803,1805,GA-1
H000140,Wade,Hampton,M,rep,1795-12-07,1805-03-03,SC,Republican,2,1795,1805,SC2
H000570,Daniel,Hiester,M,rep,1789-03-04,1805-03-03,PA,Republican,-1,1789,1805,PA-1
H000695,John,Hoge,M,rep,1803-10-17,1805-03-03,PA,Republican,10,1803,1805,PA10
H000976,Samuel,Hunt,M,rep,1801-12-07,1805-03-03,NH,Federalist,-1,1801,1805,NH-1
L000097,Simon,Larned,M,rep,1803-10-17,1805-03-03,MA,Republican,12,1803,1805,MA12
L000294,Thomas,Lewis,M,rep,1803-10-17,1805-03-03,VA,Federalist,5,1803,1805,VA5
L000482,Thomas,Lowndes,M,rep,1801-12-07,1805-03-03,SC,Federalist,1,1801,1805,SC1
M000029,Samuel,Maclay,M,rep,1795-12-07,1809-03-03,PA,Republican,6,1795,1809,PA6
M000359,Andrew,McCord,M,rep,1803-10-17,1805-03-03,NY,Republican,5,1803,1805,NY5
M000824,Nahum,Mitchell,M,rep,1803-10-17,1805-03-03,MA,Federalist,7,1803,1805,MA7
M001039,James,Mott,M,rep,1801-12-07,1805-03-03,NJ,Republican,-1,1801,1805,NJ-1
P000036,Beriah,Palmer,M,rep,1803-10-17,1805-03-03,NY,Republican,11,1803,1805,NY11
P000101,John,Paterson,M,rep,1803-10-17,1805-03-03,NY,Republican,16,1803,1805,NY16
P000298,Oliver,Phelps,M,rep,1803-10-17,1805-03-03,NY,Republican,17,1803,1805,NY17
P000378,Thomas,Plater,M,rep,1801-12-07,1805-03-03,MD,Federalist,3,1801,1805,MD3
P000577,Samuel,Purviance,M,rep,1803-10-17,1805-03-03,NC,Federalist,7,1803,1805,NC7
S000471,Thomson,Skinner,M,rep,1795-12-07,1805-03-03,MA,Republican,1,1795,1805,MA1
S000557,Israel,Smith,M,rep,1791-10-24,1807-12-31,VT,Democratic Republican,1,1791,1807,VT1
S000912,John,Stewart,M,rep,1799-12-02,1805-03-03,PA,Republican,8,1799,1805,PA8
T000143,Samuel,Thatcher,M,rep,1801-12-07,1805-03-03,MA,Federalist,12,1801,1805,MA12
T000262,George,Tibbits,M,rep,1803-10-17,1805-03-03,NY,Federalist,10,1803,1805,NY10
T000370,John,Trigg,M,rep,1797-05-15,1805-03-03,VA,Republican,5,1797,1805,VA5
V000045,Isaac,Van Horne,M,rep,1801-12-07,1805-03-03,PA,Republican,4,1801,1805,PA4
V000083,Abraham,Venable,M,rep,1791-10-24,1805-03-03,VA,Democratic Republican,6,1791,1805,VA6
W000526,Lemuel,Williams,M,rep,1799-12-02,1805-03-03,MA,Federalist,5,1799,1805,MA5
M000891,Andrew,Moore,M,rep,1789-03-04,1809-03-03,VA,Democratic Republican,3,1789,1809,VA3
A000100,Nathaniel,Alexander,M,rep,1803-03-04,1805-03-03,NC,Republican,10,1803,1805,NC10
A000191,Isaac,Anderson,M,rep,1803-10-17,1807-03-03,PA,Republican,3,1803,1807,PA3
A000272,John,Archer,M,rep,1801-12-07,1807-03-03,MD,Republican,6,1801,1807,MD6
B000084,Abraham,Baldwin,M,rep,1789-03-04,1807-03-04,GA,Democratic Republican,2,1789,1807,GA2
B000301,George,Bedinger,M,rep,1803-10-17,1807-03-03,KY,Republican,6,1803,1807,KY6
B000425,Silas,Betton,M,rep,1803-10-17,1807-03-03,NH,Federalist,-1,1803,1807,NH-1
B000488,Phanuel,Bishop,M,rep,1799-12-02,1807-03-03,MA,Republican,7,1799,1807,MA7
B000989,Joseph,Bryan,M,rep,1803-10-17,1807-03-03,GA,Republican,-1,1803,1807,GA-1
