LEGISLATOR GOVTRACK ID,FIRST NAME,LAST NAME,GENDER,CONGRESSIONAL BRANCH,TERM START DATE,TERM END DATE,STATE,POLITICAL PARTY,STATE DISTRICT,TERM START YEAR,TERM END YEAR,CONGRESSIONAL DISTRICT
R000196,Edmund,Rice,M,rep,1887-12-05,1889-03-03,MN,Democrat,4,1887,1889,MN4
R000321,Edward,Robertson,M,rep,1877-10-15,1889-03-03,LA,Democrat,6,1877,1889,LA6
R000415,Jacob,Romeis,M,rep,1885-12-07,1889-03-03,OH,Republican,10,1885,1889,OH10
R000530,John,Russell,M,rep,1887-12-05,1889-03-03,MA,Democrat,10,1887,1889,MA10
S000091,Philetus,Sawyer,M,rep,1865-12-04,1893-03-03,WI,Republican,5,1865,1893,WI5
S000188,William,Scott,M,rep,1885-12-07,1889-03-03,PA,Democrat,27,1885,1889,PA27
S000267,Henry,Seymour,M,rep,1887-12-05,1889-03-03,MI,Republican,11,1887,1889,MI11
S000304,Frank,Shaw,M,rep,1885-12-07,1889-03-03,MD,Democrat,2,1885,1889,MD2
S000546,Henry,Smith,M,rep,1887-12-05,1889-03-03,WI,Union,4,1887,1889,WI4
S000665,Charles,Snyder,M,rep,1883-12-03,1889-03-03,WV,Democrat,3,1883,1889,WV3
S000692,William,Sowden,M,rep,1885-12-07,1889-03-03,PA,Democrat,10,1885,1889,PA10
S001133,George,Symes,M,rep,1885-12-07,1889-03-03,CO,Republican,1,1885,1889,CO1
T000044,Timothy,Tarsney,M,rep,1885-12-07,1889-03-03,MI,Democrat,8,1885,1889,MI8
T000055,William,Taulbee,M,rep,1885-12-07,1889-03-03,KY,Democrat,10,1885,1889,KY10
T000167,George,Thomas,M,rep,1887-12-05,1889-03-03,KY,Republican,9,1887,1889,KY9
T000176,John,Thomas,M,rep,1879-03-18,1889-03-03,IL,Republican,18,1879,1889,IL18
T000219,Thomas,Thompson,M,rep,1887-12-05,1889-03-03,CA,Democrat,1,1887,1889,CA1
T000312,Joseph,Toole,M,rep,1885-12-07,1889-03-03,MT,Democrat,-1,1885,1889,MT-1
V000020,Robert,Vance,M,rep,1887-12-05,1889-03-03,CT,Democrat,1,1887,1889,CT1
V000115,Charles,Voorhees,M,rep,1885-12-07,1889-03-03,WA,Democrat,-1,1885,1889,WA-1
W000225,James,Weaver,M,rep,1879-03-18,1889-03-03,IA,National Greenbacker,6,1879,1889,IA6
W000236,John,Weber,M,rep,1885-12-07,1889-03-03,NY,Republican,33,1885,1889,NY33
W000302,George,West,M,rep,1881-12-05,1889-03-03,NY,Republican,20,1881,1889,NY20
W000378,James,White,M,rep,1887-12-05,1889-03-03,IN,Republican,12,1887,1889,IN12
W000395,Stephen,White,M,rep,1887-12-05,1889-03-03,NY,Republican,3,1887,1889,NY3
W000418,William,Whiting,M,rep,1883-12-03,1889-03-03,MA,Republican,11,1883,1889,MA11
W000474,Beriah,Wilkins,M,rep,1883-12-03,1889-03-03,OH,Democrat,16,1883,1889,OH16
W000614,Thomas,Wilson,M,rep,1887-12-05,1889-03-03,MN,Democrat,1,1887,1889,MN1
W000710,William,Woodburn,M,rep,1875-12-06,1889-03-03,NV,Republican,0,1875,1889,NV0
A000034,George,Adams,M,rep,1883-12-03,1891-03-03,IL,Republican,4,1883,1891,IL4
A000119,Edward,Allen,M,rep,1887-12-05,1891-03-03,MI,Republican,2,1887,1891,MI2
A000130,John,Allen,M,rep,1889-03-04,1893-03-03,WA,Republican,-1,1889,1893,WA-1
A000183,Chapman,Anderson,M,rep,1887-12-05,1891-03-03,MS,Democrat,5,1887,1891,MS5
A000194,John,Anderson,M,rep,1879-03-18,1891-03-03,KS,Republican,1,1879,1891,KS1
A000330,George,Atkinson,M,rep,1889-12-02,1891-03-03,WV,Republican,1,1889,1891,WV1
B000057,Charles,Baker,M,rep,1885-12-07,1891-03-03,NY,Republican,30,1885,1891,NY30
B000116,Nathaniel,Banks,M,rep,1853-12-05,1891-03-03,MA,Democrat,7,1853,1891,MA7
B000129,John,Barbour,M,rep,1881-12-05,1893-03-03,VA,Democrat,8,1881,1893,VA8
B000157,George,Barnes,M,rep,1885-12-07,1891-03-03,GA,Democrat,10,1885,1891,GA10
B000261,Thomas,Bayne,M,rep,1877-10-15,1891-03-03,PA,Republican,23,1877,1891,PA23
B000289,James,Beck,M,rep,1867-03-04,1891-03-03,KY,Democrat,7,1867,1891,KY7
B000295,Charles,Beckwith,M,rep,1889-12-02,1891-03-03,NJ,Republican,5,1889,1891,NJ5
B000458,Marion,Biggs,M,rep,1887-12-05,1891-03-03,CA,Democrat,2,1887,1891,CA2
B000557,Aaron,Bliss,M,rep,1889-12-02,1891-03-03,MI,Republican,8,1889,1891,MI8
B000632,Melvin,Boothman,M,rep,1887-12-05,1891-03-03,OH,Republican,6,1887,1891,OH6
B000677,George,Bowden,M,rep,1887-12-05,1891-03-03,VA,Republican,2,1887,1891,VA2
B000811,Mark,Brewer,M,rep,1877-10-15,1891-03-03,MI,Republican,6,1877,1891,MI6
B000898,John,Brower,M,rep,1887-12-05,1891-03-03,NC,Republican,5,1887,1891,NC5
B000957,Thomas,Browne,M,rep,1887-12-05,1891-03-03,VA,Republican,1,1887,1891,VA1
B000958,Thomas,Browne,M,rep,1877-10-15,1891-03-03,IN,Republican,5,1877,1891,IN5
B001116,James,Burnes,M,rep,1883-12-03,1891-03-03,MO,Democrat,4,1883,1891,MO4
B001200,Benjamin,Butterworth,M,rep,1879-03-18,1891-03-03,OH,Republican,1,1879,1891,OH1
C000082,Felix,Campbell,M,rep,1883-12-03,1891-03-03,NY,Democrat,4,1883,1891,NY4
C000109,Allen,Candler,M,rep,1883-12-03,1891-03-03,GA,Democrat,9,1883,1891,GA9
C000111,John,Candler,M,rep,1881-12-05,1891-03-03,MA,Republican,8,1881,1891,MA8
C000155,Henry,Carlton,M,rep,1887-12-05,1891-03-03,GA,Democrat,8,1887,1891,GA8
C000245,Lucien,Caswell,M,rep,1875-12-06,1891-03-03,WI,Republican,2,1875,1891,WI2
C000339,Joseph,Cheadle,M,rep,1887-12-05,1891-03-03,IN,Republican,9,1887,1891,IN9
C000422,Charles,Clark,M,rep,1887-12-05,1891-03-03,WI,Republican,6,1887,1891,WI6
C000508,Judson,Clements,M,rep,1881-12-05,1891-03-03,GA,Democrat,7,1881,1891,GA7
C000536,Thomas,Clunie,M,rep,1889-12-02,1891-03-03,CA,Democrat,5,1889,1891,CA5
C000619,Hamilton,Coleman,M,rep,1889-12-02,1891-03-03,LA,Republican,2,1889,1891,LA2
C000647,Alfred,Colquitt,M,rep,1853-12-05,1895-03-03,GA,Democrat,2,1853,1895,GA2
C000665,Solomon,Comstock,M,rep,1889-12-02,1891-03-03,MN,Republican,5,1889,1891,MN5
C000675,Edwin,Conger,M,rep,1885-12-07,1891-03-03,IA,Republican,7,1885,1891,IA7
C000688,William,Connell,M,rep,1889-12-02,1891-03-03,NE,Republican,1,1889,1891,NE1
C000765,William,Cooper,M,rep,1885-12-07,1891-03-03,OH,Republican,9,1885,1891,OH9
C000798,James,Cothran,M,rep,1887-12-05,1891-03-03,SC,Democrat,3,1887,1891,SC3
C000839,Samuel,Cox,M,rep,1857-12-07,1891-03-03,OH,Democrat,12,1857,1891,OH12
C000860,Samuel,Craig,M,rep,1889-12-02,1891-03-03,PA,Republican,21,1889,1891,PA21
C000965,William,Culbertson,M,rep,1889-12-02,1891-03-03,PA,Republican,26,1889,1891,PA26
C001022,Byron,Cutcheon,M,rep,1883-12-03,1891-03-03,MI,Republican,9,1883,1891,MI9
D000053,George,Dargan,M,rep,1883-12-03,1891-03-03,SC,Democrat,6,1883,1891,SC6
D000058,Smedley,Darlington,M,rep,1887-12-05,1891-03-03,PA,Republican,6,1887,1891,PA6
D000085,Robert,Davidson,M,rep,1877-10-15,1891-03-03,FL,Democrat,1,1877,1891,FL1
D000200,John,De Haven,M,rep,1889-12-02,1891-03-03,CA,Republican,1,1889,1891,CA1
D000207,Milton,De Lano,M,rep,1887-12-05,1891-03-03,NY,Republican,26,1887,1891,NY26
D000300,Samuel,Dibble,M,rep,1881-12-05,1891-03-03,SC,Democrat,2,1881,1891,SC2
D000377,Nathan,Dixon,M,rep,1883-12-03,1895-03-03,RI,Republican,2,1883,1895,RI2
D000439,George,Dorsey,M,rep,1885-12-07,1891-03-03,NE,Republican,3,1885,1891,NE3
D000555,Mark,Dunnell,M,rep,1871-03-04,1891-03-03,MN,Republican,1,1871,1891,MN1
E000242,Henry,Evans,M,rep,1889-12-02,1891-03-03,TN,Republican,3,1889,1891,TN3
E000274,Hamilton,Ewart,M,rep,1889-12-02,1891-03-03,NC,Republican,9,1889,1891,NC9
F000027,John,Farquhar,M,rep,1885-12-07,1891-03-03,NY,Republican,32,1885,1891,NY32
F000056,Lewis,Featherstone,M,rep,1889-12-02,1891-03-03,AR,Union Labor,1,1889,1891,AR1
F000133,Hugh,Finley,M,rep,1887-12-05,1891-03-03,KY,Republican,11,1887,1891,KY11
F000163,Frank,Fitzgerald,M,rep,1889-12-02,1891-03-03,NY,Democrat,6,1889,1891,NY6
F000212,Thomas,Flood,M,rep,1887-12-05,1891-03-03,NY,Republican,28,1887,1891,NY28
F000340,Nathan,Frank,M,rep,1889-12-02,1891-03-03,MO,Republican,9,1889,1891,MO9
G000103,Edward,Gay,M,rep,1885-12-07,1891-03-03,LA,Democrat,3,1885,1891,LA3
G000143,William,Gest,M,rep,1887-12-05,1891-03-03,IL,Republican,11,1887,1891,IL11
G000165,Randall,Gibson,M,rep,1875-12-06,1893-03-03,LA,Democrat,1,1875,1893,LA1
G000170,Oscar,Gifford,M,rep,1885-12-07,1891-03-03,DK,Republican,-1,1885,1891,DK-1
G000431,Frederic,Greenhalge,M,rep,1889-12-02,1891-03-03,MA,Republican,8,1889,1891,MA8
G000476,Thomas,Grimes,M,rep,1887-12-05,1891-03-03,GA,Democrat,4,1887,1891,GA4
H000047,Darwin,Hall,M,rep,1889-12-02,1891-03-03,MN,Republican,3,1889,1891,MN3
H000203,Silas,Hare,M,rep,1887-12-05,1891-03-03,TX,Democrat,5,1887,1891,TX5
H000404,Edward,Hays,M,rep,1889-12-02,1891-03-03,IA,Republican,7,1889,1891,IA7
H000588,Charles,Hill,M,rep,1889-12-02,1891-03-03,IL,Republican,8,1889,1891,IL8
J000018,James,Jackson,M,rep,1889-12-02,1891-03-03,WV,Democrat,4,1889,1891,WV4
K000059,Harrison,Kelley,M,rep,1889-12-02,1891-03-03,KS,Republican,4,1889,1891,KS4
K000062,William,Kelley,M,rep,1861-07-04,1891-03-03,PA,Republican,4,1861,1891,PA4
K000099,John,Kenna,M,rep,1877-10-15,1893-12-31,WV,Democrat,3,1877,1893,WV3
K000115,Robert,Kennedy,M,rep,1887-12-05,1891-03-03,OH,Republican,8,1887,1891,OH8
K000134,Daniel,Kerr,M,rep,1887-12-05,1891-03-03,IA,Republican,5,1887,1891,IA5
K000135,James,Kerr,M,rep,1889-12-02,1891-03-03,PA,Democrat,28,1889,1891,PA28
K000229,William,Kinsey,M,rep,1889-12-02,1891-03-03,MO,Republican,10,1889,1891,MO10
K000278,Charles,Knapp,M,rep,1889-12-02,1891-03-03,NY,Republican,17,1889,1891,NY17
L000022,William,Laidlaw,M,rep,1887-12-05,1891-03-03,NY,Republican,34,1887,1891,NY34
L000023,James,Laird,M,rep,1883-12-03,1891-03-03,NE,Republican,2,1883,1891,NE2
L000074,John,Langston,M,rep,1889-12-02,1891-03-03,VA,Republican,4,1889,1891,VA4
L000085,Frederick,Lansing,M,rep,1889-12-02,1891-03-03,NY,Republican,22,1889,1891,NY22
L000128,Frank,Lawler,M,rep,1885-12-07,1891-03-03,IL,Democrat,2,1885,1891,IL2
L000143,Gilbert,Laws,M,rep,1889-12-02,1891-03-03,NE,Republican,2,1889,1891,NE2
L000223,Herman,Lehlbach,M,rep,1885-12-07,1891-03-03,NJ,Republican,6,1885,1891,NJ6
M000072,Levi,Maish,M,rep,1875-12-06,1891-03-03,PA,Democrat,19,1875,1891,PA19
M000165,Gilman,Marston,M,rep,1859-12-05,1889-12-31,NH,Republican,1,1859,1889,NH1
M000203,William,Martin,M,rep,1887-12-05,1891-03-03,TX,Democrat,2,1887,1891,TX2
M000235,George,Mathews,M,rep,1889-12-02,1891-03-03,DK,Republican,-1,1889,1891,DK-1
M000292,William,McAdoo,M,rep,1883-12-03,1891-03-03,NJ,Democrat,7,1883,1891,NJ7
M000313,John,McCarthy,M,rep,1889-12-02,1891-03-03,NY,Democrat,8,1889,1891,NY8
M000324,Charles,McClammy,M,rep,1887-12-05,1891-03-03,NC,Democrat,3,1887,1891,NC3
M000361,Myron,McCord,M,rep,1889-12-02,1891-03-03,WI,Republican,9,1889,1891,WI9
M000366,Henry,McCormick,M,rep,1887-12-05,1891-03-03,PA,Republican,16,1887,1891,PA16
M000428,John,McDuffie,M,rep,1889-12-02,1891-03-03,AL,Republican,4,1889,1891,AL4
M000704,Frederick,Miles,M,rep,1879-03-18,1891-03-03,CT,Republican,4,1879,1891,CT4
M000757,Thomas,Miller,M,rep,1889-12-02,1891-03-03,SC,Republican,7,1889,1891,SC7
M000841,John,Moffitt,M,rep,1887-12-05,1891-03-03,NY,Republican,21,1887,1891,NY21
M000910,Orren,Moore,M,rep,1889-12-02,1891-03-03,NH,Republican,2,1889,1891,NH2
M000943,Henry,Morey,M,rep,1881-12-05,1891-03-03,OH,Republican,3,1881,1891,OH3
M000952,James,Morgan,M,rep,1885-12-07,1891-03-03,MS,Democrat,2,1885,1891,MS2
M000968,Edmund,Morrill,M,rep,1883-12-03,1891-03-03,KS,Republican,-1,1883,1891,KS-1
M001006,William,Morrow,M,rep,1885-12-07,1891-03-03,CA,Republican,4,1885,1891,CA4
N000104,Frederick,Niedringhaus,M,rep,1889-12-02,1891-03-03,MO,Republican,8,1889,1891,MO8
N000173,Alonzo,Nute,M,rep,1889-12-02,1891-03-03,NH,Republican,1,1889,1891,NH1
N000174,Newton,Nutting,M,rep,1883-12-03,1891-03-03,NY,Republican,24,1883,1891,NY24
O000091,John,O’Neall,M,rep,1887-12-05,1891-03-03,IN,Democrat,2,1887,1891,IN2
O000110,Edwin,Osborne,M,rep,1885-12-07,1891-03-03,PA,Republican,-1,1885,1891,PA-1
O000155,William,Owen,M,rep,1885-12-07,1891-03-03,IN,Republican,10,1885,1891,IN10
P000157,Lewis,Payson,M,rep,1881-12-05,1891-03-03,IL,Republican,8,1881,1891,IL8
P000209,John,Penington,M,rep,1887-12-05,1891-03-03,DE,Democrat,0,1887,1891,DE0
P000246,William,Perry,M,rep,1885-12-07,1891-03-03,SC,Democrat,4,1885,1891,SC4
P000256,Samuel,Peters,M,rep,1883-12-03,1891-03-03,KS,Republican,-1,1883,1891,KS-1
P000289,James,Phelan,M,rep,1887-12-05,1891-03-03,TN,Democrat,10,1887,1891,TN10
P000359,John,Pindar,M,rep,1885-12-07,1891-03-03,NY,Democrat,24,1885,1891,NY24
P000566,Jacob,Pugsley,M,rep,1887-12-05,1891-03-03,OH,Republican,12,1887,1891,OH12
Q000018,John,Quinn,M,rep,1889-12-02,1891-03-03,NY,Democrat,11,1889,1891,NY11
R000039,Samuel,Randall,M,rep,1863-12-07,1891-03-03,PA,Democrat,1,1863,1891,PA1
R000078,Joseph,Ray,M,rep,1889-12-02,1891-03-03,PA,Republican,24,1889,1891,PA24
R000124,Joseph,Reed,M,rep,1889-12-02,1891-03-03,IA,Republican,9,1889,1891,IA9
R000365,Francis,Rockwell,M,rep,1883-12-03,1891-03-03,MA,Republican,12,1883,1891,MA12
R000399,John,Rogers,M,rep,1883-12-03,1891-03-03,AR,Democrat,3,1883,1891,AR3
R000478,Jonathan,Rowell,M,rep,1883-12-03,1891-03-03,IL,Republican,14,1883,1891,IL14
R000479,Alfred,Rowland,M,rep,1887-12-05,1891-03-03,NC,Democrat,6,1887,1891,NC6
R000559,Thomas,Ryan,M,rep,1877-10-15,1891-03-03,KS,Republican,3,1877,1891,KS3
S000088,John,Sawyer,M,rep,1885-12-07,1891-03-03,NY,Republican,31,1885,1891,NY31
S000241,George,Seney,M,rep,1883-12-03,1891-03-03,OH,Democrat,5,1883,1891,OH5
S000424,William,Simonds,M,rep,1889-12-02,1891-03-03,CT,Republican,1,1889,1891,CT1
S000470,Thomas,Skinner,M,rep,1883-12-03,1891-03-03,NC,Democrat,1,1883,1891,NC1
S000521,Charles,Smith,M,rep,1889-12-02,1891-03-03,WV,Republican,4,1889,1891,WV4
S000653,Samuel,Snider,M,rep,1889-12-02,1891-03-03,MN,Republican,4,1889,1891,MN4
S000740,Henry,Spooner,M,rep,1881-12-05,1891-03-03,RI,Republican,1,1881,1891,RI1
S000914,John,Stewart,M,rep,1887-12-05,1891-03-03,GA,Democrat,5,1887,1891,GA5
S000930,Moses,Stivers,M,rep,1889-12-02,1891-03-03,NY,Republican,15,1889,1891,NY15
S000933,Henry,Stockbridge,M,rep,1889-12-02,1891-03-03,MD,Republican,4,1889,1891,MD4
S001028,Isaac,Struble,M,rep,1883-12-03,1891-03-03,IA,Republican,11,1883,1891,IA11
S001112,Joseph,Sweney,M,rep,1889-12-02,1891-03-03,IA,Republican,4,1889,1891,IA4
T000180,Ormsby,Thomas,M,rep,1885-12-07,1891-03-03,WI,Republican,7,1885,1891,WI7
T000191,Albert,Thompson,M,rep,1885-12-07,1891-03-03,OH,Republican,12,1885,1891,OH12
T000329,Charles,Townsend,M,rep,1889-12-02,1891-03-03,PA,Republican,25,1889,1891,PA25
T000339,Richard,Townshend,M,rep,1877-10-15,1891-03-03,IL,Democrat,19,1877,1891,IL19
T000415,Charles,Turner,M,rep,1889-12-02,1891-03-03,NY,Democrat,6,1889,1891,NY6
T000419,Erastus,Turner,M,rep,1887-12-05,1891-03-03,KS,Republican,6,1887,1891,KS6
V000058,Isaac,Van Schaick,M,rep,1885-12-07,1891-03-03,WI,Republican,4,1885,1891,WI4
V000031,William,Vandever,M,rep,1859-12-05,1891-03-03,IA,Republican,2,1859,1891,IA2
V000078,Richard,Vaux,M,rep,1889-12-02,1891-03-03,PA,Democrat,3,1889,1891,PA3
V000085,Edward,Venable,M,rep,1889-12-02,1891-03-03,VA,Democrat,4,1889,1891,VA4
W000003,Edmund,Waddill,M,rep,1889-12-02,1891-03-03,VA,Republican,3,1889,1891,VA3
W000008,William,Wade,M,rep,1885-12-07,1891-03-03,MO,Republican,13,1885,1891,MO13
W000058,James,Walker,M,rep,1887-12-05,1891-03-03,MO,Democrat,14,1887,1891,MO14
W000083,Rodney,Wallace,M,rep,1889-12-02,1891-03-03,MA,Republican,11,1889,1891,MA11
W000085,William,Wallace,M,rep,1889-12-02,1891-03-03,NY,Republican,3,1889,1891,NY3
W000175,William,Washburn,M,rep,1879-03-18,1895-03-03,MN,Republican,3,1879,1895,MN3
W000204,Lewis,Watson,M,rep,1877-10-15,1891-03-03,PA,Republican,27,1877,1891,PA27
W000333,Frank,Wheeler,M,rep,1889-12-02,1891-03-03,MI,Republican,10,1889,1891,MI10
W000407,Robert,Whitelaw,M,rep,1889-12-02,1891-03-03,MO,Democrat,14,1889,1891,MO14
W000429,Washington,Whitthorne,M,rep,1871-03-04,1891-03-03,TN,Democrat,6,1871,1891,TN6
W000441,Charles,Wickham,M,rep,1887-12-05,1891-03-03,OH,Republican,14,1887,1891,OH14
W000452,David,Wilber,M,rep,1873-12-01,1891-03-03,NY,Republican,20,1873,1891,NY20
W000468,John,Wiley,M,rep,1889-12-02,1891-03-03,NY,Democrat,33,1889,1891,NY33
W000477,Theodore,Wilkinson,M,rep,1887-12-05,1891-03-03,LA,Democrat,1,1887,1891,LA1
W000496,Elihu,Williams,M,rep,1887-12-05,1891-03-03,OH,Republican,3,1887,1891,OH3
W000594,James,Wilson,M,rep,1861-07-04,1895-03-03,IA,Republican,1,1861,1895,IA1
Y000007,Robert,Yardley,M,rep,1887-12-05,1891-03-03,PA,Republican,7,1887,1891,PA7
Y000020,Samuel,Yoder,M,rep,1887-12-05,1891-03-03,OH,Democrat,4,1887,1891,OH4
C000145,Joseph,Carey,M,rep,1885-12-07,1895-03-03,WY,Republican,0,1885,1895,WY0
C000152,John,Carlisle,M,rep,1877-10-15,1893-12-31,KY,Democrat,6,1877,1893,KY6
A000171,Lemuel,Amerman,M,rep,1891-12-07,1893-03-03,PA,Democrat,11,1891,1893,PA11
A000242,John,Andrew,M,rep,1889-12-02,1893-03-03,MA,Democrat,3,1889,1893,MA3
A000264,Edwin,Antony,M,rep,1891-12-07,1893-03-03,TX,Democrat,9,1891,1893,TX9
A000331,Louis,Atkinson,M,rep,1883-12-03,1893-03-03,PA,Republican,18,1883,1893,PA18
B000001,Clinton,Babbitt,M,rep,1891-12-07,1893-03-03,WI,Democrat,1,1891,1893,WI1
B000016,Henry,Bacon,M,rep,1885-12-07,1893-03-03,NY,Democrat,15,1885,1893,NY15
B000197,Horace,Bartine,M,rep,1889-12-02,1893-03-03,NV,Republican,0,1889,1893,NV0
B000309,Joseph,Beeman,M,rep,1891-12-07,1893-03-03,MS,Democrat,5,1891,1893,MS5
B000328,Charles,Belknap,M,rep,1889-12-02,1893-03-03,MI,Republican,5,1889,1893,MI5
B000393,Henry,Bentley,M,rep,1891-12-07,1893-03-03,NY,Democrat,23,1891,1893,NY23
B000404,Christopher,Bergen,M,rep,1889-12-02,1893-03-03,NJ,Republican,1,1889,1893,NJ1
B000568,James,Blount,M,rep,1873-12-01,1893-03-03,GA,Democrat,6,1873,1893,GA6
B000625,David,Boody,M,rep,1891-12-07,1893-03-03,NY,Democrat,2,1891,1893,NY2
B000706,Thomas,Bowman,M,rep,1891-12-07,1893-03-03,IA,Democrat,9,1891,1893,IA9
B000930,John,Brown,M,rep,1891-12-07,1893-03-03,MD,Democrat,1,1891,1893,MD1
B000980,David,Brunner,M,rep,1889-12-02,1893-03-03,PA,Democrat,9,1889,1893,PA9
B001004,James,Buchanan,M,rep,1885-12-07,1893-03-03,NJ,Republican,2,1885,1893,NJ2
B001007,John,Buchanan,M,rep,1889-12-02,1893-03-03,VA,Democrat,9,1889,1893,VA9
B001052,Robert,Bullock,M,rep,1889-12-02,1893-03-03,FL,Democrat,2,1889,1893,FL2
B001067,Thomas,Bunting,M,rep,1891-12-07,1893-03-03,NY,Democrat,33,1891,1893,NY33
B001164,Samuel,Busey,M,rep,1891-12-07,1893-03-03,IL,Democrat,15,1891,1893,IL15
B001170,Allen,Bushnell,M,rep,1891-12-07,1893-03-03,WI,Democrat,3,1891,1893,WI3
B001193,Walter,Butler,M,rep,1891-12-07,1893-03-03,IA,Democrat,4,1891,1893,IA4
B001219,Samuel,Byrns,M,rep,1891-12-07,1893-03-03,MO,Democrat,10,1891,1893,MO10
C000006,Benjamin,Cable,M,rep,1891-12-07,1893-03-03,IL,Democrat,11,1891,1893,IL11
C000023,John,Caine,M,rep,1881-12-05,1893-03-03,UT,Democrat,-1,1881,1893,UT-1
C000242,James,Castle,M,rep,1891-12-07,1893-03-03,MN,Democrat,4,1891,1893,MN4
C000249,William,Cate,M,rep,1889-12-02,1893-03-03,AR,Democrat,1,1889,1893,AR1
C000304,Alfred,Chapin,M,rep,1891-12-07,1893-03-03,NY,Democrat,1,1891,1893,NY1
C000340,Henry,Cheatham,M,rep,1889-12-02,1893-03-03,NC,Republican,2,1889,1893,NC2
C000533,Benjamin,Clover,M,rep,1891-12-07,1893-03-03,KS,Populist,3,1891,1893,KS3
C000557,Frank,Coburn,M,rep,1891-12-07,1893-03-03,WI,Democrat,7,1891,1893,WI7
C000739,Frederick,Coolidge,M,rep,1891-12-07,1893-03-03,MA,Democrat,11,1891,1893,MA11
C000829,William,Cowles,M,rep,1885-12-07,1893-03-03,NC,Democrat,8,1885,1893,NC8
C000832,Isaac,Cox,M,rep,1891-12-07,1893-03-03,NY,Democrat,17,1891,1893,NY17
C000854,Alexander,Craig,M,rep,1891-12-07,1893-03-03,PA,Democrat,24,1891,1893,PA24
C000929,John,Crosby,M,rep,1891-12-07,1893-03-03,MA,Democrat,12,1891,1893,MA12
C001030,John,Cutting,M,rep,1891-12-07,1893-03-03,CA,Republican,4,1891,1893,CA4
D000039,Warren,Daniell,M,rep,1891-12-07,1893-03-03,NH,Democrat,2,1891,1893,NH2
D000310,W.,Dickerson,M,rep,1889-12-02,1893-03-03,KY,Democrat,6,1889,1893,KY6
D000378,William,Dixon,M,rep,1891-12-07,1893-03-03,MT,Democrat,1,1891,1893,MT1
D000379,Robert,Doan,M,rep,1891-12-07,1893-03-03,OH,Republican,10,1891,1893,OH10
D000539,James,Dungan,M,rep,1891-12-07,1893-03-03,OH,Democrat,13,1891,1893,OH13
E000267,Robert,Everett,M,rep,1891-12-07,1893-03-03,GA,Democrat,7,1891,1893,GA7
F000068,Charles,Felton,M,rep,1885-12-07,1893-03-03,CA,Republican,5,1885,1893,CA5
F000206,James,Flick,M,rep,1889-12-02,1893-03-03,IA,Republican,8,1889,1893,IA8
F000217,Roswell,Flower,M,rep,1881-12-05,1893-03-03,NY,Democrat,11,1881,1893,NY11
F000265,Melbourne,Ford,M,rep,1887-12-05,1893-03-03,MI,Democrat,5,1887,1893,MI5
F000280,William,Forney,M,rep,1875-12-06,1893-03-03,AL,Democrat,-1,1875,1893,AL-1
F000326,Samuel,Fowler,M,rep,1889-12-02,1893-03-03,NJ,Democrat,4,1889,1893,NJ4
G000030,John,Gamble,M,rep,1891-12-07,1893-03-03,SD,Republican,-1,1891,1893,SD-1
G000043,Martin,Gantz,M,rep,1891-12-07,1893-03-03,OH,Democrat,4,1891,1893,OH4
G000157,Charles,Gibson,M,rep,1885-12-07,1897-03-03,MD,Democrat,1,1885,1897,MD1
G000195,Eugene,Gillespie,M,rep,1891-12-07,1893-03-03,PA,Democrat,25,1891,1893,PA25
G000432,Halbert,Greenleaf,M,rep,1883-12-03,1893-03-03,NY,Democrat,30,1883,1893,NY30
H000084,Edwin,Hallowell,M,rep,1891-12-07,1893-03-03,PA,Democrat,7,1891,1893,PA7
H000094,Kittel,Halvorson,M,rep,1891-12-07,1893-03-03,MN,Populist,5,1891,1893,MN5
H000113,John,Hamilton,M,rep,1891-12-07,1893-03-03,IA,Democrat,5,1891,1893,IA5
H000228,William,Harries,M,rep,1891-12-07,1893-03-03,MN,Democrat,1,1891,1893,MN1
H000305,David,Harvey,M,rep,1889-12-02,1893-03-03,OK,Republican,-1,1889,1893,OK-1
H000401,William,Haynes,M,rep,1889-12-02,1893-03-03,OH,Democrat,10,1889,1893,OH10
H000469,John,Hemphill,M,rep,1883-12-03,1893-03-03,SC,Democrat,5,1883,1893,SC5
H000524,Hilary,Herbert,M,rep,1877-10-15,1893-03-03,AL,Democrat,2,1877,1893,AL2
H000657,Sherman,Hoar,M,rep,1891-12-07,1893-03-03,MA,Democrat,5,1891,1893,MA5
H000818,Leonidas,Houk,M,rep,1879-03-18,1893-03-03,TN,Republican,2,1879,1893,TN2
J000202,George,Johnstone,M,rep,1891-12-07,1893-03-03,SC,Democrat,3,1891,1893,SC3
J000203,John,Jolley,M,rep,1891-12-07,1893-03-03,SD,Republican,-1,1891,1893,SD-1
K000092,John,Kendall,M,rep,1891-12-07,1893-03-03,KY,Democrat,10,1891,1893,KY10
L000019,Matthew,Lagan,M,rep,1887-12-05,1893-03-03,LA,Democrat,2,1887,1893,LA2
L000145,John,Lawson,M,rep,1891-12-07,1893-03-03,VA,Democrat,2,1891,1893,VA2
L000208,William,Lee,M,rep,1887-12-05,1893-03-03,VA,Democrat,8,1887,1893,VA8
L000254,Posey,Lester,M,rep,1889-12-02,1893-03-03,VA,Democrat,5,1889,1893,VA5
L000276,Clarke,Lewis,M,rep,1889-12-02,1893-03-03,MS,Democrat,4,1889,1893,MS4
